TS,TJ
224174431,224046861
228839705,228754544
242096552,241969622
246173138,245710059
205492700,205248927
216725176,216479403
232189356,231981463
236022982,235922929
237375566,237214913
235490024,235334148
228906807,228774464
233193216,233107637
246668320,246455522
244599774,244516382
216121509,215820603
213085055,212974552
227287842,227194567
226290790,226142465
223250800,223166032
225311767,225175967
227460544,227282318
236673457,236381084
248797997,248684703
230742330,230362337
222931482,222730511
219264008,219104962
226094148,225966877
219614373,219479987
229241047,229117591
225456033,225330172
243211501,242898692
253318814,253215087
253267345,253141116
250737935,250583916
219703378,219346603
231952958,231868882
219974563,219867664
237819046,237573207
230926672,230811652
236903230,236826542
238303606,238143689
251064144,250947785
244624797,244382764
253608292,253461441
216019333,215716214
228718503,228563463
225471178,225310771
214947872,214861861
217220933,217102437
230504464,230417081
241011840,240866591
233613005,233442186
223905286,223776152
225802014,225621155
214753608,214518863
220572021,220415346
206286575,206199744
236065602,235937315
238860257,238696433
214313801,214158944
214241928,214097599
216400236,216268440
218309949,218137267
219538698,219348470
216939737,216651894
221738661,221591983
233571607,233367097
235858181,235680789
238450374,238276051
234987402,234848287
243188497,243066522
245972851,245831815
249101008,248956026
249646352,249462224
214493140,214212945
213268716,213134968
225005382,224846802
221250456,221097018
228924186,228800345
228582700,228486315
234132165,233990116
245278023,245180979
245813522,245733117
242044051,241792075
224527993,224209528
225799965,225675893
232985058,232810501
241049910,240963847
242961808,242723574
237535817,237420454
249943804,249862563
244816089,244694165
254475319,254333460
255247463,254988235
210239121,209998046
218017482,217837156
219362419,219208606
218426455,218310159
233818724,233596676
237466398,237343958
223792085,223668272
233675497,233503644
245738227,245595372
235931603,235721507
211547553,211240502
219798000,219646634
223200878,222882240
222329774,222236437
232954017,232814424
225024089,224932725
225491324,225389655
226032803,225889527
232812150,232630870
234775340,234598335
202089851,201839390
217597278,217382127
225368007,225155694
226922691,226837516
234256933,234070361
243274263,243122702
243788969,243654012
246234920,246077473
252756207,252419128
252295074,252208413
218583235,218426854
220118051,219872617
222725927,222542334
225005778,224853509
236090421,235942231
236607714,236479269
246557566,246455879
230149803,230003779
244891071,244738738
248216524,244948326
216990823,216717145
228911150,228770249
218823765,218707550
222351150,222200414
227688907,227540460
231113559,231009384
235067942,234951689
231630112,231485729
248318521,248190306
236724911,235831463
219808242,219594075
226155449,225989466
235375097,235212809
237526121,237276656
236052601,235925348
243099074,242935281
254169253,254065186
244501090,244308400
252560246,252253124
249224597,248890671
222762149,222457555
222003295,221823463
215716850,215552969
218103346,218017784
229322623,229225250
230638857,230494750
228395203,228311594
230033179,229945876
241240267,240908005
239111003,238716291
167458210,167285739
221915399,221756257
226643424,226416742
225002023,224870560
233817671,233727825
236155191,235992725
238189391,238043257
230501401,230193646
232044011,231952981
233127394,233044391
176094658,175902450
214631291,214399649
212930341,212771957
212794783,212625315
229558791,229375378
231834717,231751661
232408683,232327191
237932716,237721439
230429674,230213515
236541104,236224943
221076987,220836318
236287261,236004833
239492668,239366607
234853445,234707515
245462665,245275143
239037917,238958500
250152360,249840313
254389307,254050269
258979176,258715519
258872522,258699169
192115992,191957945
227562769,227418685
230252061,230095331
229719517,229563783
239532117,239377578
238313050,238150092
224597000,224482161
239428200,239338179
241408260,241061551
251322480,251076973
219527105,219357719
226796300,226513914
234830032,234654913
237920084,237762643
230069735,229901466
232531247,232379865
228296061,228151140
234040017,233891461
239094593,239007460
240303065,240106566
221405737,221050973
219058412,218847167
223229269,223099543
226832433,226693338
225348810,225246247
236429833,236264581
225024538,224783298
233741154,233534555
229021679,228898397
240142288,239830295
213321480,213149234
224635706,224477665
223453856,223328288
221444736,221233893
233001869,232828368
236451167,236314693
226141478,225906874
239079848,238872853
240526431,240344848
236827687,236630274
228719578,228410848
212705388,212497467
232453728,232259015
230603526,230445382
236747665,236598660
225352877,225241688
238632223,238486121
227599762,227482765
235346250,235120406
248941159,248795154
214352577,214059894
217404834,217239472
230516747,230426260
234542235,234385847
228142271,228058722
230000526,229874350
244853710,244538064
246884174,246638668
257904819,257657714
259322717,259002630
217124111,216837447
224985801,224871923
223812699,223668050
236906361,236807239
223747654,223607775
231350381,231220343
240539983,237339775
249250979,249169440
237741932,237586952
247222618,246974141
214689408,214446355
235605520,235485330
220639308,220451154
223605790,223490900
225838070,225659838
238566249,238433774
243505759,243289351
241636578,241548919
243575505,243389887
251494049,251172485
218697653,218450707
219924824,219816244
220784261,220700187
229236615,229122862
220561165,220462769
224120982,223964746
226190360,226039044
237611950,237491365
226836723,226662535
243797592,243681074
207117482,206823209
222003323,221899532
225284515,225123778
226307930,226205850
231748531,231620973
233498476,233325359
242471956,242354668
233889477,233645437
236969753,236784505
247336406,247238662
213213468,212878599
216457145,216337050
209625233,209533665
227073032,226988440
234380311,234294359
225691089,225543081
233007186,232784681
234010891,233841904
236775452,236553833
232824359,232608558
214689202,214466444
219015293,218925321
230600588,230387932
236564914,236435132
231275734,231146497
